month,country,country_key,region,order_count,unique_customers,total_revenue,avg_order_value,fulfilled_orders,open_orders,orders_per_customer,avg_revenue,stddev_revenue,q1_revenue,q3_revenue,avg_orders,stddev_orders,avg_customers,stddev_customers,avg_aov,stddev_aov,avg_fulfillment_rate,stddev_fulfillment_rate,revenue_zscore,orders_zscore,customers_zscore,aov_zscore,revenue_upper_fence,revenue_lower_fence,revenue_iqr_outlier,revenue_mom_change,orders_mom_change,revenue_spike,orders_spike,expected_revenue,revenue_deviation_pct,correlation_breakdown,fulfillment_rate,fulfillment_anomaly,revenue_anomaly,orders_anomaly,customers_anomaly,aov_anomaly,revenue_component,orders_component,customers_component,aov_component,mom_component,deviation_component,anomaly_score,anomaly_severity,anomaly_types,country_code
1996-04-01,BRAZIL,2,AMERICA,726,657,111674347.25,153821.4149449,0,726,1.105023,115436040.9972093,5094350.576294272,111723126.205,118565435.865,764.232558,34.84649138722577,688.767442,28.40341798094025,151092.09886007768,3192.2776511419775,5.986658674419,21.36171750153985,-0.7384049626882231,-1.0971709482928176,-1.1184372958676005,0.8549745301277175,128828900.355,101459661.715,0,-3.6998179232523354,-6.923076923076921,False,False,109692863.7724164,1.8063923298553448,False,0.0,False,False,False,False,False,4.430429776129338,4.38868379317127,3.355311887602802,1.7099490602554352,0.18499089616261674,0.09031961649276725,14.15968502981423,Normal,None,BRA
1996-05-01,BRAZIL,2,AMERICA,750,680,111957865.51,149277.15401333,0,750,1.102941,115436040.9972093,5094350.576294272,111723126.205,118565435.865,764.232558,34.84649138722577,688.767442,28.40341798094025,151092.09886007768,3192.2776511419775,5.986658674419,21.36171750153985,-0.6827514979817881,-0.4084358979457385,-0.3086755969258094,-0.5685422902041154,128828900.355,101459661.715,0,0.25387948708157637,3.305785123966931,False,False,113319074.14505826,-1.201217575529949,False,0.0,False,False,False,False,False,4.096508987890728,1.633743591782954,0.9260267907774282,1.1370845804082308,0.012693974354078817,0.060060878776497455,7.866118803989918,Normal,None,BRA
1996-06-01,BRAZIL,2,AMERICA,766,700,116244035.71,151754.6158094,0,766,1.094286,115436040.9972093,5094350.576294272,111723126.205,118565435.865,764.232558,34.84649138722577,688.767442,28.40341798094025,151092.09886007768,3192.2776511419775,5.986658674419,21.36171750153985,0.15860602851923292,0.05072080228564759,0.39546501084966124,0.20753738293576154,128828900.355,101459661.715,0,3.8283779174203225,2.1333333333333426,False,False,115736547.7268195,0.43848550276300796,False,0.0,False,False,False,False,False,0.9516361711153974,0.2028832091425904,1.1863950325489838,0.4150747658715231,0.19141889587101613,0.0219242751381504,2.969332349687661,Normal,None,BRA
1996-07-01,BRAZIL,2,AMERICA,789,713,118622032.43,150344.7812801,0,789,1.106592,115436040.9972093,5094350.576294272,111723126.205,118565435.865,764.232558,34.84649138722577,688.767442,28.40341798094025,151092.09886007768,3192.2776511419775,5.986658674419,21.36171750153985,0.6253969735840699,0.7107585588682651,0.8531564059037172,-0.2341016858951273,128828900.355,101459661.715,0,2.0456935321245373,3.0026109660574507,False,False,119211666.00060129,-0.4946106286261535,False,0.0,False,False,False,False,False,3.752381841504419,2.843034235473061,2.5594692177111518,0.4682033717902546,0.10228467660622687,0.024730531431307677,9.75010387451642,Normal,None,BRA
1996-08-01,BRAZIL,2,AMERICA,788,713,118284984.6,150107.84847716,0,788,1.105189,115436040.9972093,5094350.576294272,111723126.205,118565435.865,764.232558,34.84649138722577,688.767442,28.40341798094025,151092.09886007768,3192.2776511419775,5.986658674419,21.36171750153985,0.5592358751374107,0.6820612651038035,0.8531564059037172,-0.3083222985211129,128828900.355,101459661.715,0,-0.28413594262002295,-0.12674271229404788,False,False,119060573.9017412,-0.6514241249847276,False,0.0,False,False,False,False,False,3.355415250824464,2.728245060415214,2.5594692177111518,0.6166445970422259,0.014206797131001148,0.03257120624923638,9.306552129373294,Normal,None,BRA
1996-09-01,BRAZIL,2,AMERICA,770,685,111426072.86,144709.18553247,0,770,1.124088,115436040.9972093,5094350.576294272,111723126.205,118565435.865,764.232558,34.84649138722577,688.767442,28.40341798094025,151092.09886007768,3192.2776511419775,5.986658674419,21.36171750153985,-0.7871402011218135,0.16550997734349412,-0.13264044498194175,-1.999485641646586,128828900.355,101459661.715,0,-5.798632652482927,-2.2842639593908642,False,False,116340916.12225981,-4.2245182744606575,False,0.0,False,False,False,False,False,4.72284120673088,0.6620399093739766,0.3979213349458252,3.9989712832931725,0.28993163262414634,0.2112259137230329,10.282931280691033,Normal,None,BRA
1996-10-01,BRAZIL,2,AMERICA,798,722,118531347.51,148535.52319549,0,798,1.105263,115436040.9972093,5094350.576294272,111723126.205,118565435.865,764.232558,34.84649138722577,688.767442,28.40341798094025,151092.09886007768,3192.2776511419775,5.986658674419,21.36171750153985,0.6075958979333309,0.9690342027484199,1.170019679402679,-0.8008625639668614,128828900.355,101459661.715,0,6.376671516483712,3.6363636363636376,False,False,120571494.89034198,-1.6920644321424902,False,0.0,False,False,False,False,False,3.6455753875999855,3.87613681099368,3.5100590382080368,1.6017251279337228,0.3188335758241856,0.08460322160712452,13.036933162166736,Normal,None,BRA
1996-11-01,BRAZIL,2,AMERICA,819,723,127086979.52,155173.35716728,0,819,1.13278,115436040.9972093,5094350.576294272,111723126.205,118565435.865,764.232558,34.84649138722577,688.767442,28.40341798094025,151092.09886007768,3192.2776511419775,5.986658674419,21.36171750153985,2.287031162913373,1.5716773718021142,1.2052267097914524,1.2784784887813039,128828900.355,101459661.715,0,7.218033195208706,2.6315789473684292,False,False,123744428.96640362,2.701172555011647,False,0.0,False,True,False,False,False,13.722186977480236,6.286709487208457,3.615680129374357,2.556956977562608,0.3609016597604353,0.13505862775058236,26.677493859136675,Minor,Revenue spike (Z=2.3),BRA
1996-12-01,BRAZIL,2,AMERICA,781,700,117061682.14,149886.91695262,0,781,1.115714,115436040.9972093,5094350.576294272,111723126.205,118565435.865,764.232558,34.84649138722577,688.767442,28.40341798094025,151092.09886007768,3192.2776511419775,5.986658674419,21.36171750153985,0.3191066493058714,0.48118020875257206,0.39546501084966124,-0.3775304153216569,128828900.355,101459661.715,0,-7.888532261813874,-4.639804639804634,False,False,118002929.20972067,-0.7976472075941772,False,0.0,False,False,False,False,False,1.9146398958352284,1.9247208350102882,1.1863950325489838,0.7550608306433138,0.3944266130906937,0.03988236037970886,6.215125567508217,Normal,None,BRA
1997-01-01,BRAZIL,2,AMERICA,773,697,119334378.7,154378.2389392,0,773,1.109039,115436040.9972093,5094350.576294272,111723126.205,118565435.865,764.232558,34.84649138722577,688.767442,28.40341798094025,151092.09886007768,3192.2776511419775,5.986658674419,21.36171750153985,0.7652276074071104,0.25160185863687906,0.2898439196833406,1.0294029649791805,128828900.355,101459661.715,0,1.9414521630416681,-1.0243277848911658,False,False,116794192.41884005,2.17492516413016,False,0.0,False,False,False,False,False,4.591365644442662,1.0064074345475162,0.8695317590500219,2.058805929958361,0.0970726081520834,0.10874625820650802,8.731929634357154,Normal,None,BRA
1997-02-01,BRAZIL,2,AMERICA,696,642,109730669.33,157659.00765805,0,696,1.084112,115436040.9972093,5094350.576294272,111723126.205,118565435.865,764.232558,34.84649138722577,688.767442,28.40341798094025,151092.09886007768,3192.2776511419775,5.986658674419,21.36171750153985,-1.1199409192131995,-1.9580897612266666,-1.6465427516992037,2.057123319340076,128828900.355,101459661.715,0,-8.047730649474616,-9.961190168175937,False,False,105160100.80661406,4.346295304329411,False,0.0,False,False,False,False,True,6.719645515279197,7.832359044906666,4.9396282550976105,4.114246638680152,0.4023865324737308,0.21731476521647056,24.225580751653826,Normal,AOV shift,BRA
1997-03-01,BRAZIL,2,AMERICA,785,698,117864996.48,150146.49233121,0,785,1.124642,115436040.9972093,5094350.576294272,111723126.205,118565435.865,764.232558,34.84649138722577,688.767442,28.40341798094025,151092.09886007768,3192.2776511419775,5.986658674419,21.36171750153985,0.4767939399564387,0.5959693838104185,0.32505095007211415,-0.29621688092494114,128828900.355,101459661.715,0,7.412993285894509,12.787356321839072,False,False,118607297.60516098,-0.6258477683490171,False,0.0,False,False,False,False,False,2.8607636397386322,2.383877535241674,0.9751528502163425,0.5924337618498824,0.3706496642947254,0.031292388417450856,7.214169839758707,Normal,None,BRA
1997-04-01,BRAZIL,2,AMERICA,743,663,111771905.16,150433.25055182,0,743,1.120664,115436040.9972093,5094350.576294272,111723126.205,118565435.865,764.232558,34.84649138722577,688.767442,28.40341798094025,151092.09886007768,3192.2776511419775,5.986658674419,21.36171750153985,-0.7192547474568707,-0.60931695429697,-0.9071951135349594,-0.20638815925738271,128828900.355,101459661.715,0,-5.169551183106269,-5.350318471337578,False,False,112261429.45303771,-0.4360574200976972,False,0.0,False,False,False,False,False,4.3155284847412245,2.4372678171878803,2.721585340604878,0.4127763185147655,0.25847755915531345,0.02180287100488486,10.167438391208947,Normal,None,BRA
1997-05-01,BRAZIL,2,AMERICA,806,717,122680455.62,152209.00200993,0,806,1.124128,115436040.9972093,5094350.576294272,111723126.205,118565435.865,764.232558,34.84649138722577,688.767442,28.40341798094025,151092.09886007768,3192.2776511419775,5.986658674419,21.36171750153985,1.4220487016542205,1.198612552864113,0.9939845274588114,0.34987656836577946,128828900.355,101459661.715,0,9.75965332646389,8.479138627187076,False,False,121780231.6812226,0.7392200904444562,False,0.0,False,False,False,False,False,8.532292209925322,4.794450211456452,2.981953582376434,0.6997531367315589,0.4879826663231945,0.03696100452222281,17.533392811335183,Normal,None,BRA
1997-06-01,BRAZIL,2,AMERICA,686,624,106437668.25,155156.95080175,0,686,1.099359,115436040.9972093,5094350.576294272,111723126.205,118565435.865,764.232558,34.84649138722577,688.767442,28.40341798094025,151092.09886007768,3192.2776511419775,5.986658674419,21.36171750153985,-1.7663434450470992,-2.245062698871283,-2.280269298697127,1.2733390969980953,128828900.355,101459661.715,0,-13.239914449218936,-14.888337468982627,False,False,103649179.81801328,2.690314035173972,False,0.0,False,False,True,True,False,10.598060670282594,8.980250795485132,6.840807896091381,2.5466781939961907,0.6619957224609468,0.13451570175869862,29.76230898007494,Minor,"Order volume drop (Z=-2.2), Customer count decrease",BRA
1997-07-01,BRAZIL,2,AMERICA,792,712,118428053.96,149530.37116162,0,792,1.11236,115436040.9972093,5094350.576294272,111723126.205,118565435.865,764.232558,34.84649138722577,688.767442,28.40341798094025,151092.09886007768,3192.2776511419775,5.986658674419,21.36171750153985,0.5873198002339186,0.79685044016165,0.8179493755149437,-0.48922050934353883,128828900.355,101459661.715,0,11.265171350651038,15.451895043731788,False,False,119664942.29718152,-1.033626318149034,False,0.0,False,False,False,False,False,3.5239188014035117,3.1874017606466,2.453848126544831,0.9784410186870777,0.5632585675325519,0.0516813159074517,10.758549590722023,Normal,None,BRA
1997-08-01,BRAZIL,2,AMERICA,738,676,113907460.91,154346.15299458,0,738,1.091716,115436040.9972093,5094350.576294272,111723126.205,118565435.865,764.232558,34.84649138722577,688.767442,28.40341798094025,151092.09886007768,3192.2776511419775,5.986658674419,21.36171750153985,-0.3000539645469822,-0.7528034231192782,-0.44950371848090354,1.019351851596696,128828900.355,101459661.715,0,-3.8171640070408186,-6.818181818181824,False,False,111505968.95873733,2.1536891465885,False,0.0,False,False,False,False,False,1.8003237872818931,3.011213692477113,1.3485111554427107,2.038703703193392,0.19085820035204093,0.107684457329425,8.497294996076574,Normal,None,BRA
1997-09-01,BRAZIL,2,AMERICA,765,691,117517092.01,153617.11373856,0,765,1.107091,115436040.9972093,5094350.576294272,111723126.205,118565435.865,764.232558,34.84649138722577,688.767442,28.40341798094025,151092.09886007768,3192.2776511419775,5.986658674419,21.36171750153985,0.40850172786979577,0.022023508521185963,0.07860173735069946,0.790975959619004,128828900.355,101459661.715,0,3.1689154258754293,3.658536585365857,False,False,115585455.62795942,1.671175989700679,False,0.0,False,False,False,False,False,2.4510103672187746,0.08809403408474387,0.23580521205209837,1.5819519192380083,0.15844577129377144,0.08355879948503396,4.598866103372431,Normal,None,BRA
1997-10-01,BRAZIL,2,AMERICA,790,717,121588466.15,153909.45082278,0,790,1.101813,115436040.9972093,5094350.576294272,111723126.205,118565435.865,764.232558,34.84649138722577,688.767442,28.40341798094025,151092.09886007768,3192.2776511419775,5.986658674419,21.36171750153985,1.2076956739922857,0.7394558526327267,0.9939845274588114,0.8825522935620814,128828900.355,101459661.715,0,3.464495309034321,3.267973856209161,False,False,119362758.09946136,1.8646586975512323,False,0.0,False,False,False,False,False,7.2461740439537135,2.957823410530907,2.981953582376434,1.7651045871241628,0.17322476545171603,0.09323293487756162,15.217513324314496,Normal,None,BRA
1997-11-01,BRAZIL,2,AMERICA,810,731,118599524.22,146419.1657037,0,810,1.108071,115436040.9972093,5094350.576294272,111723126.205,118565435.865,764.232558,34.84649138722577,688.767442,28.40341798094025,151092.09886007768,3192.2776511419775,5.986658674419,21.36171750153985,0.6209787048248018,1.3134017279219594,1.4868829529016407,-1.4638241616314358,128828900.355,101459661.715,0,-2.4582446219139187,2.5316455696202445,False,False,122384600.07666291,-3.0927713570922366,False,0.0,False,False,False,False,False,3.7258722289488104,5.2536069116878386,4.460648858704922,2.927648323262872,0.12291223109569592,0.15463856785461183,16.64532712155475,Normal,None,BRA
1997-12-01,BRAZIL,2,AMERICA,797,710,117501078.64,147429.20782936,0,797,1.122535,115436040.9972093,5094350.576294272,111723126.205,118565435.865,764.232558,34.84649138722577,688.767442,28.40341798094025,151092.09886007768,3192.2776511419775,5.986658674419,21.36171750153985,0.4053583694063018,0.9403369089839583,0.7475353147373967,-1.147422445979078,128828900.355,101459661.715,0,-0.92618042713426,-1.6049382716049387,False,False,120420402.79148191,-2.4242770193494265,False,0.0,False,False,False,False,False,2.432150216437811,3.761347635935833,2.24260594421219,2.294844891958156,0.04630902135671299,0.12121385096747134,10.898471560868176,Normal,None,BRA
1998-01-01,BRAZIL,2,AMERICA,779,701,114026671.02,146375.70092426,0,779,1.11127,115436040.9972093,5094350.576294272,111723126.205,118565435.865,764.232558,34.84649138722577,688.767442,28.40341798094025,151092.09886007768,3192.2776511419775,5.986658674419,21.36171750153985,-0.27665351178766,0.4237856212236488,0.4306720412384348,-1.4774397628384457,128828900.355,101459661.715,0,-2.956915511086411,-2.258469259723961,False,False,117700745.01200052,-3.1215384334448517,False,0.0,False,False,False,False,False,1.6599210707259602,1.6951424848945955,1.2920161237153043,2.9548795256768914,0.14784577555432055,0.1560769216722426,7.905881902239314,Normal,None,BRA
1998-02-01,BRAZIL,2,AMERICA,703,628,109568206.46,155858.04617354,0,703,1.119427,115436040.9972093,5094350.576294272,111723126.205,118565435.865,764.232558,34.84649138722577,688.767442,28.40341798094025,151092.09886007768,3192.2776511419775,5.986658674419,21.36171750153985,-1.1518317103095161,-1.7572087048754352,-2.139441177142033,1.4929614006968965,128828900.355,101459661.715,0,-3.9100190509095856,-9.756097560975608,False,False,106217745.4986346,3.1543325888125313,False,0.0,False,False,False,True,False,6.910990261857096,7.028834819501741,6.418323531426099,2.985922801393793,0.19550095254547928,0.1577166294406266,23.69728899616484,Normal,Customer count decrease,BRA
1998-03-01,BRAZIL,2,AMERICA,783,712,120605879.53,154030.49748404,0,783,1.099719,115436040.9972093,5094350.576294272,111723126.205,118565435.865,764.232558,34.84649138722577,688.767442,28.40341798094025,151092.09886007768,3192.2776511419775,5.986658674419,21.36171750153985,1.0148179744141872,0.5385747962814953,0.8179493755149437,0.9204708816324824,128828900.355,101459661.715,0,10.073791865918258,11.379800853485067,False,False,118305113.40744083,1.9447731854458183,False,0.0,False,False,False,False,False,6.088907846485124,2.1542991851259816,2.453848126544831,1.8409417632649647,0.5036895932959129,0.09723865927229092,13.138925173989104,Normal,None,BRA
1998-04-01,BRAZIL,2,AMERICA,748,680,114367690.87,152897.98244652,0,748,1.1,115436040.9972093,5094350.576294272,111723126.205,118565435.865,764.232558,34.84649138722577,688.767442,28.40341798094025,151092.09886007768,3192.2776511419775,5.986658674419,21.36171750153985,-0.2097127222026479,-0.4658304854746618,-0.3086755969258094,0.5657037964089073,128828900.355,101459661.715,0,-5.172375247633165,-4.469987228607919,False,False,113016889.9473381,1.1952203987309562,False,0.0,False,False,False,False,False,1.2582763332158873,1.8633219418986475,0.9260267907774282,1.1314075928178147,0.25861876238165826,0.05976101993654781,5.497412441027984,Normal,None,BRA
1998-05-01,BRAZIL,2,AMERICA,756,678,114549280.1,151520.21177249,0,756,1.115044,115436040.9972093,5094350.576294272,111723126.205,118565435.865,764.232558,34.84649138722577,688.767442,28.40341798094025,151092.09886007768,3192.2776511419775,5.986658674419,21.36171750153985,-0.174067505549323,-0.2362521353589687,-0.3790896577033565,0.13410892133996447,128828900.355,101459661.715,0,0.15877668650878807,1.0695187165775444,False,False,114225626.73821872,0.2833456650870607,False,0.0,False,False,False,False,False,1.044405033295938,0.9450085414358749,1.1372689731100694,0.26821784267992893,0.007938834325439403,0.014167283254353036,3.4170065081016032,Normal,None,BRA
1998-06-01,BRAZIL,2,AMERICA,735,657,106937011.82,145492.53308844,0,735,1.118721,115436040.9972093,5094350.576294272,111723126.205,118565435.865,764.232558,34.84649138722577,688.767442,28.40341798094025,151092.09886007768,3192.2776511419775,5.986658674419,21.36171750153985,-1.6683243624335835,-0.838895304412663,-1.1184372958676005,-1.754097351035407,128828900.355,101459661.715,0,-6.645409096726396,-2.777777777777779,False,False,111052692.66215709,-3.7060612791062715,False,0.0,False,False,False,False,False,10.0099461746015,3.355581217650652,3.355311887602802,3.5081947020708144,0.3322704548363198,0.1853030639553136,20.7466075007174,Normal,None,BRA
1998-07-01,BRAZIL,2,AMERICA,758,700,113108640.06,149219.84176781,0,758,1.082857,115436040.9972093,5094350.576294272,111723126.205,118565435.865,764.232558,34.84649138722577,688.767442,28.40341798094025,151092.09886007768,3192.2776511419775,5.986658674419,21.36171750153985,-0.4568592016496627,-0.17885754783004545,0.39546501084966124,-0.5864956926907373,128828900.355,101459661.715,0,5.771274262262249,3.12925170068028,False,False,114527810.93593888,-1.2391495692977932,False,0.0,False,False,False,False,False,2.741155209897976,0.7154301913201819,1.1863950325489838,1.1729913853814746,0.28856371311311246,0.061957478464889665,6.166493010726619,Normal,None,BRA
1995-01-01,CANADA,3,AMERICA,802,721,123344904.85,153796.63946384,802,0,1.112344,114759242.14906977,6492637.812783274,110876414.475,118466219.575,762.744186,37.4528866043727,687.790698,32.34380645502319,150434.09692952372,3300.7567248506625,5.987849093023,21.17723532020823,1.322368958272403,1.048138543089408,1.0267592358425826,1.01871868017429,129850927.225,99491706.825,0,,,False,False,120648145.73747802,2.2352263236518666,False,100.0,True,False,False,False,False,7.934213749634417,4.192554172357632,3.0802777075277477,2.03743736034858,,0.11176131618259333,,,Fulfillment rate anomaly,CAN
1995-02-01,CANADA,3,AMERICA,756,688,112499623.2,148809.02539683,685,3,1.098837,114759242.14906977,6492637.812783274,110876414.475,118466219.575,762.744186,37.4528866043727,687.790698,32.34380645502319,150434.09692952372,3300.7567248506625,5.987849093023,21.17723532020823,-0.3480278762232562,-0.18007119374378483,0.006471161651645801,-0.4923330218367562,129850927.225,99491706.825,0,-8.792646654670467,-5.735660847880297,False,False,113728177.27871993,-1.0802547865592214,False,90.60846560846561,True,False,False,False,False,2.088167257339537,0.7202847749751394,0.019413484954937405,0.9846660436735125,0.43963233273352337,0.05401273932796107,4.30617663300461,Normal,Fulfillment rate anomaly,CAN
1995-03-01,CANADA,3,AMERICA,826,733,127089889.09,153861.85119855,351,38,1.126876,114759242.14906977,6492637.812783274,110876414.475,118466219.575,762.744186,37.4528866043727,687.790698,32.34380645502319,150434.09692952372,3300.7567248506625,5.987849093023,21.17723532020823,1.899173694342317,1.6889436231762909,1.3977730810029232,1.0384752815072618,129850927.225,99491706.825,0,12.969168673624498,9.259259259259256,False,False,124258564.0637866,2.2785753622261256,False,42.493946731234864,False,False,False,False,False,11.395042166053901,6.7557744927051635,4.193319243008769,2.0769505630145235,0.6484584336812249,0.11392876811130628,25.18347366657489,Minor,None,CAN
1995-04-01,CANADA,3,AMERICA,724,646,106734145.3,147422.85262431,130,91,1.120743,114759242.14906977,6492637.812783274,110876414.475,118466219.575,762.744186,37.4528866043727,687.790698,32.34380645502319,150434.09692952372,3300.7567248506625,5.987849093023,21.17723532020823,-1.2360302669693444,-1.0344779671929623,-1.2920772964095464,-0.9122890767873721,129850927.225,99491706.825,0,-16.01680821012038,-12.348668280871667,False,False,108914286.17697518,-2.0017033150569987,False,17.955801104972377,False,False,False,False,False,7.416181601816065,4.137911868771849,3.876231889228639,1.8245781535747445,0.8008404105060191,0.10008516575284994,18.15582908965017,Normal,None,CAN
1995-05-01,CANADA,3,AMERICA,810,726,118805658.88,146673.65293827,51,311,1.115702,114759242.14906977,6492637.812783274,110876414.475,118466219.575,762.744186,37.4528866043727,687.790698,32.34380645502319,150434.09692952372,3300.7567248506625,5.987849093023,21.17723532020823,0.6232315505052954,1.261740236451702,1.1813483379927245,-1.139267236189258,129850927.225,99491706.825,0,11.30988920749807,11.878453038674031,False,False,121851618.51291421,-2.4997284977313576,False,6.296296296296296,False,False,False,False,False,3.739389303031772,5.046960945806809,3.5440450139781734,2.278534472378516,0.5654944603749035,0.12498642488656789,15.299410620456742,Normal,None,CAN
1995-06-01,CANADA,3,AMERICA,813,738,125346372.21,154177.5795941,1,709,1.101626,114759242.14906977,6492637.812783274,110876414.475,118466219.575,762.744186,37.4528866043727,687.790698,32.34380645502319,150434.09692952372,3300.7567248506625,5.987849093023,21.17723532020823,1.6306361707233015,1.3418408714625625,1.5523621831530652,1.1341286185656858,129850927.225,99491706.825,0,5.505388709309256,0.37037037037037646,False,False,122302920.80370279,2.488453576004102,False,0.12300123001230012,False,False,False,False,False,9.78381702433981,5.36736348585025,4.657086549459195,2.268257237131372,0.2752694354654628,0.1244226788002051,22.476216411046295,Normal,None,CAN
1995-07-01,CANADA,3,AMERICA,819,745,124989689.49,152612.56347985,0,819,1.099329,114759242.14906977,6492637.812783274,110876414.475,118466219.575,762.744186,37.4528866043727,687.790698,32.34380645502319,150434.09692952372,3300.7567248506625,5.987849093023,21.17723532020823,1.5756996826139955,1.5020421414842833,1.7687869261632638,0.6599900362014229,129850927.225,99491706.825,0,-0.28455767303933177,0.7380073800737907,False,False,123205525.38527992,1.448120203327533,False,0.0,False,False,False,False,False,9.454198095683973,6.008168565937133,5.3063607784897915,1.3199800724028459,0.014227883651966587,0.07240601016637666,22.175341406332084,Normal,None,CAN
1995-08-01,CANADA,3,AMERICA,731,668,109667062.7,150023.34158687,0,731,1.094311,114759242.14906977,6492637.812783274,110876414.475,118466219.575,762.744186,37.4528866043727,687.790698,32.34380645502319,150434.09692952372,3300.7567248506625,5.987849093023,21.17723532020823,-0.784300556400026,-0.8475764855009547,-0.6118852469489219,-0.12444277991202304,129850927.225,99491706.825,0,-12.259112613625545,-10.74481074481074,False,False,109967324.85548183,-0.27304670353346533,False,0.0,False,False,False,False,False,4.705803338400156,3.390305942003819,1.8356557408467655,0.2488855598240461,0.6129556306812772,0.013652335176673268,10.807258546932738,Normal,None,CAN
1995-09-01,CANADA,3,AMERICA,756,670,114675108.47,151686.65141534,0,756,1.128358,114759242.14906977,6492637.812783274,110876414.475,118466219.575,762.744186,37.4528866043727,687.790698,32.34380645502319,150434.09692952372,3300.7567248506625,5.987849093023,21.17723532020823,-0.012958320099747478,-0.18007119374378483,-0.5500496060888651,0.37947494778578356,129850927.225,99491706.825,0,4.566590594023445,3.4199726402188713,False,False,113728177.27871993,0.8326267191985063,False,0.0,False,False,False,False,False,0.07774992059848486,0.7202847749751394,1.650148818266595,0.7589498955715671,0.22832952970117223,0.04163133595992532,3.477094275072884,Normal,None,CAN
1995-10-01,CANADA,3,AMERICA,726,658,108451132.42,149381.72509642,0,726,1.103343,114759242.14906977,6492637.812783274,110876414.475,118466219.575,762.744186,37.4528866043727,687.790698,32.34380645502319,150434.09692952372,3300.7567248506625,5.987849093023,21.17723532020823,-0.9715788730198089,-0.9810775438523887,-0.9210634512492057,-0.31882744498576576,129850927.225,99491706.825,0,-5.427486516507852,-3.9682539682539653,False,False,109215154.37083422,-0.6995567192443084,False,0.0,False,False,False,False,False,5.829473238118853,3.924310175409555,2.763190353747617,0.6376548899715315,0.27137432582539256,0.034977835962215424,13.460980819035164,Normal,None,CAN
1995-11-01,CANADA,3,AMERICA,701,633,108400197.04,154636.51503566,0,701,1.107425,114759242.14906977,6492637.812783274,110876414.475,118466219.575,762.744186,37.4528866043727,687.790698,32.34380645502319,150434.09692952372,3300.7567248506625,5.987849093023,21.17723532020823,-0.9794239710321628,-1.6485828356095586,-1.6940089619999155,1.27316808127579,129850927.225,99491706.825,0,-0.046966203914533544,-3.443526170798894,False,False,105454301.94759612,2.7935276588979803,False,0.0,False,False,False,False,False,5.876543826192977,6.5943313424382355,5.082026885999746,2.54633616255158,0.0023483101957266768,0.139676382944899,20.241262910323165,Normal,None,CAN
1995-12-01,CANADA,3,AMERICA,783,706,116876052.02,149266.98853129,0,783,1.109065,114759242.14906977,6492637.812783274,110876414.475,118466219.575,762.744186,37.4528866043727,687.790698,32.34380645502319,150434.09692952372,3300.7567248506625,5.987849093023,21.17723532020823,0.3260323356960509,0.5408345213539587,0.5629919293921568,-0.35358813009356965,129850927.225,99491706.825,0,7.819040196829508,11.697574893009977,False,False,117789897.89581707,-0.7758270379225175,False,0.0,False,False,False,False,False,1.9561940141763052,2.163338085415835,1.6889757881764704,0.7071762601871394,0.3909520098414753,0.03879135189612588,6.945427509693353,Normal,None,CAN
1996-01-01,CANADA,3,AMERICA,809,732,124967892.07,154472.05447466,0,809,1.105191,114759242.14906977,6492637.812783274,110876414.475,118466219.575,762.744186,37.4528866043727,687.790698,32.34380645502319,150434.09692952372,3300.7567248506625,5.987849093023,21.17723532020823,1.572342430811487,1.2350400247814155,1.3668552605728947,1.223342973062933,129850927.225,99491706.825,0,6.923437188497195,3.3205619412515874,False,False,121701184.41598469,2.6842036662925373,False,0.0,False,False,False,False,False,9.434054584868921,4.940160099125663,4.100565781718684,2.446685946125866,0.34617185942485973,0.13421018331462686,21.40184845457862,Normal,None,CAN
1996-02-01,CANADA,3,AMERICA,741,686,109821181.2,148206.72226721,0,741,1.080175,114759242.14906977,6492637.812783274,110876414.475,118466219.575,762.744186,37.4528866043727,687.790698,32.34380645502319,150434.09692952372,3300.7567248506625,5.987849093023,21.17723532020823,-0.7605631318825891,-0.5805743687980868,-0.05536447920841097,-0.6748072784474883,129850927.225,99491706.825,0,-12.120482004702183,-8.40543881334982,False,False,111471665.82477707,-1.4806315242220114,False,0.0,False,False,False,False,False,4.563378791295534,2.322297475192347,0.1660934376252329,1.349614556894977,0.6060241002351091,0.07403157621110057,9.081439937454299,Normal,None,CAN
1996-03-01,CANADA,3,AMERICA,770,686,114895286.86,149214.65825974,0,770,1.122449,114759242.14906977,6492637.812783274,110876414.475,118466219.575,762.744186,37.4528866043727,687.790698,32.34380645502319,150434.09692952372,3300.7567248506625,5.987849093023,21.17723532020823,0.020953688601322143,0.1937317696402303,-0.05536447920841097,-0.3694421526442221,129850927.225,99491706.825,0,4.620334260254699,3.9136302294197067,False,False,115834254.63573326,-0.8106132151374882,False,0.0,False,False,False,False,False,0.12572213160793286,0.7749270785609212,0.1660934376252329,0.7388843052884442,0.23101671301273496,0.04053066075687441,2.0771743268521408,Normal,None,CAN
